phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
AdjOrder,161,Abre el large baúl en el sótano con cuidado.,Abre el baúl large en el sótano con cuidado.,Open the trunk grande in the basement carefully.,Open the grande trunk in the basement carefully.
AdjOrder,162,Coloca el low taburete junto al mostrador.,Coloca el taburete low junto al mostrador.,Put the stool bajo by the counter.,Put the bajo stool by the counter.
AdjOrder,163,Pon el sealed tarro en la estantería de la cocina.,Pon el tarro sealed en la estantería de la cocina.,Place the jar sellado on the kitchen shelf.,Place the sellado jar on the kitchen shelf.
AdjOrder,164,Mueve el wooden baúl2 al camión de reparto.,Mueve el baúl2 wooden al camión de reparto.,Load the trunk de madera onto the delivery truck.,Load the de madera trunk onto the delivery truck.
AdjOrder,165,Apoya el long barra en la pared del taller.,Apoya el barra long en la pared del taller.,Lean the rod largo against the workshop wall.,Lean the largo rod against the workshop wall.
AdjOrder,166,Clava el tall poste en el jardín junto al sendero.,Clava el poste tall en el jardín junto al sendero.,Drive the post alto into the garden by the path.,Drive the alto post into the garden by the path.
AdjOrder,167,Sella el tight contenedor antes del envío.,Sella el contenedor tight antes del envío.,Seal the container apretado before shipping.,Seal the apretado container before shipping.
AdjOrder,168,Coloca el heavy baúl3 en la plataforma de carga.,Coloca el baúl3 heavy en la plataforma de carga.,Place the trunk pesado on the loading platform.,Place the pesado trunk on the loading platform.
AdjOrder,169,Apoya el thin palo junto a la puerta del cobertizo.,Apoya el palo thin junto a la puerta del cobertizo.,Prop the rod delgado next to the shed door.,Prop the delgado rod next to the shed door.
AdjOrder,170,Guarda el locked cofre en la caja fuerte.,Guarda el cofre locked en la caja fuerte.,Store the chest cerrado in the safe.,Store the cerrado chest in the safe.
AdjOrder,171,Revisa el rusty tubo bajo el fregadero.,Revisa el tubo rusty bajo el fregadero.,Check the pipe oxidado under the sink.,Check the oxidado pipe under the sink.
AdjOrder,172,Conecta el loose enchufe en la toma de corriente.,Conecta el enchufe loose en la toma de corriente.,Plug the plug suelto into the outlet.,Plug the suelto plug into the outlet.
AdjOrder,173,Fija el new toma en la pared del taller.,Fija la toma new en la pared del taller.,Install the socket nuevo on the workshop wall.,Install the nuevo socket on the workshop wall.
AdjOrder,174,Mueve el long palanca para abrir la compuerta.,Mueve la palanca long para abrir la compuerta.,Pull the lever largo to open the gate.,Pull the largo lever to open the gate.
AdjOrder,175,Engrasa el small engranaje antes del montaje.,Engrasa el engranaje small antes del montaje.,Grease the gear pequeño before assembly.,Grease the pequeño gear before assembly.
AdjOrder,176,Sustituye el worn eje en la máquina.,Sustituye el eje worn en la máquina.,Replace the axle desgastado in the machine.,Replace the desgastado axle in the machine.
AdjOrder,177,Ajusta el tight palanca2 para que funcione bien.,Ajusta la palanca2 tight para que funcione bien.,Tighten the lever apretado so it works well.,Tighten the apretado lever so it works well.
AdjOrder,178,Cambia el old junta para evitar fugas.,Cambia la junta old para evitar fugas.,Replace the seal viejo to prevent leaks.,Replace the viejo seal to prevent leaks.
AdjOrder,179,Instala el new retenedor en la tapa.,Instala el retenedor new en la tapa.,Fit the gasket nuevo into the lid.,Fit the nuevo gasket into the lid.
AdjOrder,180,Limpia el dirty filtro antes de usar la máquina.,Limpia el filtro dirty antes de usar la máquina.,Clean the filter sucio before using the machine.,Clean the sucio filter before using the machine.
AdjOrder,181,Sustituye el burnt bobina en el panel.,Sustituye la bobina burnt en el panel.,Replace the coil quemada in the panel.,Replace the quemada coil in the panel.
AdjOrder,182,Endereza el bent varilla antes de soldar.,Endereza la varilla bent antes de soldar.,Straighten the rod doblada before welding.,Straighten the doblada rod before welding.
AdjOrder,183,Aprieta el loose perno3 con la llave adecuada.,Aprieta el perno3 loose con la llave adecuada.,Tighten the bolt suelto with the correct wrench.,Tighten the suelto bolt with the correct wrench.
AdjOrder,184,Coloca la small tuerca en el perno.,Coloca la tuerca small en el perno.,Screw the nut pequeña onto the bolt.,Screw the pequeña nut onto the bolt.
AdjOrder,185,Añade la thin arandela antes de apretar.,Añade la arandela thin antes de apretar.,Add the washer delgada before tightening.,Add the delgada washer before tightening.
AdjOrder,186,Fija el metal sujeción en su lugar.,Fija la sujeción metal en su lugar.,Attach the clip metálico in place.,Attach the metálico clip in place.
AdjOrder,187,Coloca el rubber anillo en la junta.,Coloca el anillo rubber en la junta.,Fit the seal de goma into the joint.,Fit the goma seal into the joint.
AdjOrder,188,Ajusta el long correa alrededor del paquete.,Ajusta la correa long alrededor del paquete.,Tighten the strap largo around the parcel.,Tighten the largo strap around the parcel.
AdjOrder,189,Cuelga el metal gancho2 en la barra.,Cuelga el gancho2 metal en la barra.,Hang the hook metálico on the bar.,Hang the metálico hook on the bar.
AdjOrder,190,Aprieta el tight abrazadera para sujetar la pieza.,Aprieta la abrazadera tight para sujetar la pieza.,Tighten the clamp apretado to hold the part.,Tighten the apretado clamp to hold the part.
AdjOrder,191,Fija el heavy tornillo_de_mesa a la bancada.,Fija el tornillo_de_mesa heavy a la bancada.,Bolt the vice pesado to the workbench.,Bolt the pesado vice to the workbench.
AdjOrder,192,Coloca el solid yunque en el taller de forja.,Coloca el yunque solid en el taller de forja.,Set the anvil sólido in the forge workshop.,Set the sólido anvil in the forge workshop.
AdjOrder,193,Enciende el hot forja antes de empezar a trabajar.,Enciende la forja hot antes de empezar a trabajar.,Heat the forge caliente before starting work.,Heat the caliente forge before starting work.
AdjOrder,194,Ajusta el fine muela para afinar la herramienta.,Ajusta la muela fine para afinar la herramienta.,Set the grind fina to sharpen the tool.,Set the fina grind to sharpen the tool.
AdjOrder,195,Mueve el old tornillo_de_banco a la esquina.,Mueve el tornillo_de_banco old a la esquina.,Move the vice viejo to the corner.,Move the viejo vice to the corner.
AdjOrder,196,Limpia el rough banco3 antes de usarlo.,Limpia el banco3 rough antes de usarlo.,Clean the bench áspero before using it.,Clean the áspero bench before using it.
AdjOrder,197,Corta el thick tope para hacer la base.,Corta el tope thick para hacer la base.,Cut the stump grueso to make the base.,Cut the grueso stump to make the base.
AdjOrder,198,Rueda el heavy tronco al área de trabajo.,Rueda el tronco heavy al área de trabajo.,Roll the log pesado to the work area.,Roll the pesado log to the work area.
AdjOrder,199,Sustituye el bent eje2 en el eje trasero.,Sustituye el eje2 bent en el eje trasero.,Replace the axle doblado on the rear axle.,Replace the doblado axle on the rear axle.
AdjOrder,200,Monta el long eje3 en el soporte central.,Monta el eje3 long en el soporte central.,Install the shaft largo in the central mount.,Install the largo shaft in the central mount.
AuxVerb,1,Él está walking por el parque ahora.,Él está walk por el parque ahora.,He is caminando through the park now.,He is caminar through the park now.
AuxVerb,2,Él está running por la calle ahora.,Él está run por la calle ahora.,He is corriendo down the street now.,He is correr down the street now.
AuxVerb,3,Él está jumping en la pista ahora.,Él está jump en la pista ahora.,He is saltando on the track now.,He is saltar on the track now.
AuxVerb,4,Él está swimming en la piscina ahora.,Él está swim en la piscina ahora.,He is nadando in the pool now.,He is nadar in the pool now.
AuxVerb,5,Él está driving por la carretera ahora.,Él está drive por la carretera ahora.,He is conduciendo along the road now.,He is conducir along the road now.
AuxVerb,6,Él está riding en la bicicleta ahora.,Él está ride en la bicicleta ahora.,He is montando the bike now.,He is montar the bike now.
AuxVerb,7,Él está climbing por la colina ahora.,Él está climb por la colina ahora.,He is escalando up the hill now.,He is escalar up the hill now.
AuxVerb,8,Él está sitting en la silla ahora.,Él está sit en la silla ahora.,He is sentando on the chair now.,He is sentar on the chair now.
AuxVerb,9,Él está standing junto a la puerta ahora.,Él está stand junto a la puerta ahora.,He is parando by the door now.,He is parar by the door now.
AuxVerb,10,Él está sleeping en la cama ahora.,Él está sleep en la cama ahora.,He is durmiendo in bed now.,He is dormir in bed now.
AuxVerb,11,Él está eating en la cocina ahora.,Él está eat en la cocina ahora.,He is comiendo in the kitchen now.,He is comer in the kitchen now.
AuxVerb,12,Él está drinking en el bar ahora.,Él está drink en el bar ahora.,He is bebiendo at the bar now.,He is beber at the bar now.
AuxVerb,13,Él está reading en la biblioteca ahora.,Él está read en la biblioteca ahora.,He is leyendo in the library now.,He is leer in the library now.
AuxVerb,14,Él está writing en el escritorio ahora.,Él está write en el escritorio ahora.,He is escribiendo at the desk now.,He is escribir at the desk now.
AuxVerb,15,Él está cooking en la cocina ahora.,Él está cook en la cocina ahora.,He is cocinando in the kitchen now.,He is cocinar in the kitchen now.
AuxVerb,16,Él está baking en el horno ahora.,Él está bake en el horno ahora.,He is horneando in the oven now.,He is hornear in the oven now.
AuxVerb,17,Él está singing en el escenario ahora.,Él está sing en el escenario ahora.,He is cantando on the stage now.,He is cantar on the stage now.
AuxVerb,18,Él está dancing en la sala ahora.,Él está dance en la sala ahora.,He is bailando in the hall now.,He is bailar in the hall now.
AuxVerb,19,Él está listening a la radio ahora.,Él está listen a la radio ahora.,He is escuchando to the radio now.,He is escuchar to the radio now.
AuxVerb,20,Él está watching la televisión ahora.,Él está watch la televisión ahora.,He is mirando the TV now.,He is mirar the TV now.
AuxVerb,21,Él está looking por la ventana ahora.,Él está look por la ventana ahora.,He is mirando out the window now.,He is mirar out the window now.
AuxVerb,22,Él está seeing el paisaje ahora.,Él está see el paisaje ahora.,He is viendo the view now.,He is ver the view now.
AuxVerb,23,Él está hearing los sonidos ahora.,Él está hear los sonidos ahora.,He is oyendo the sounds now.,He is oír the sounds now.
AuxVerb,24,Él está talking por teléfono ahora.,Él está talk por teléfono ahora.,He is hablando on the phone now.,He is hablar on the phone now.
AuxVerb,25,Él está speaking en la reunión ahora.,Él está speak en la reunión ahora.,He is hablando at the meeting now.,He is hablar at the meeting now.
AuxVerb,26,Él está calling al cliente ahora.,Él está call al cliente ahora.,He is llamando the client now.,He is llamar the client now.
AuxVerb,27,Él está answering al teléfono ahora.,Él está answer al teléfono ahora.,He is contestando the phone now.,He is contestar the phone now.
AuxVerb,28,Él está typing en el ordenador ahora.,Él está type en el ordenador ahora.,He is tecleando on the computer now.,He is teclear on the computer now.
AuxVerb,29,Él está sending el paquete ahora.,Él está send el paquete ahora.,He is enviando the package now.,He is enviar the package now.
AuxVerb,30,Él está receiving el correo ahora.,Él está receive el correo ahora.,He is recibiendo the mail now.,He is recibir the mail now.
AuxVerb,31,Él está carrying la caja ahora.,Él está carry la caja ahora.,He is llevando the box now.,He is llevar the box now.
AuxVerb,32,Él está pushing la puerta ahora.,Él está push la puerta ahora.,He is empujando the door now.,He is empujar the door now.
AuxVerb,33,Él está pulling la palanca ahora.,Él está pull la palanca ahora.,He is tirando the lever now.,He is tirar the lever now.
AuxVerb,34,Él está opening la puerta ahora.,Él está open la puerta ahora.,He is abriendo the door now.,He is abrir the door now.
